1	spray pequeño	04
526	pluma gramo (proteína)	D23
527	metro cuadrado por esterilizador	D24
528	metro cuadrado por julios esteradianos	D25
529	metro cuadrado por voltio segundo	D26
530	esteradiano	D27
531	sifón	D28
532	terahercios	D29
533	terajulio	D30
534	teravatio	D31
535	hora de teravatio	D32
536	tesla	D33
537	Texas	D34
538	caloría termoquímica	D35
539	caloría termoquímica por gramo kelvin	D37
540	calorías termoquímicas por segundo centímetro kelvin	D38
541	calorías termoquímicas por segundo centímetro cuadrado kelvin	D39
542	mil litros	D40
543	tonelada por metro cúbico	D41
544	año tropical	D42
545	unidad de masa atómica unificada	D43
546	var	D44
547	voltios al cuadrado por kelvin al cuadrado	D45
548	voltio – amperio	D46
549	voltio por centímetro	D47
550	voltio por kelvin	D48
551	milivoltios por kelvin	D49
552	kilogramo por centímetro cuadrado	D5
553	voltios por metro	D50
554	voltios por milímetro	D51
555	vatios por kelvin	D52
556	vatios por metro kelvin	D53
557	vatios por metro cuadrado	D54
558	vatios por metro cuadrado kelvin	D55
559	vatios por metro cuadrado de kelvin a la cuarta potencia	D56
560	vatios por steradian	D57
561	vatios por metro cuadrado esterlino	D58
562	weber por metro	D59
563	röntgen por segundo	D6
564	weber por milímetro	D60
565	minuto	D61
566	segundo	D62
567	libro	D63
568	bloquear	D64
569	redondo	D65
570	casete	D66
571	dólar por hora	D67
572	pulgada a la cuarta potencia	D69
573	Sandwich	D7
574	Tabla Internacional (IT) caloría	D70
575	Tabla Internacional (IT) calorías por segundo centímetro kelvin	D71
576	Tabla Internacional (IT) calorías por segundo centímetro cuadrado kelvin	D72
577	joule metro cuadrado	D73
578	kilogramo por mol	D74
579	Tabla Internacional (IT) calorías por gramo	D75
580	Tabla Internacional (IT) calorías por gramo kelvin	D76
581	megacoulomb	D77
582	haz	D79
583	puntaje de drenaje	D8
584	microwatt	D80
585	microtesla	D81
586	microvoltio	D82
587	medidor de millinewton	D83
588	microwatt por metro cuadrado	D85
589	Millicoulomb	D86
590	milimol por kilogramo	D87
591	millicoulomb por metro cúbico	D88
592	millicoulomb por metro cuadrado	D89
593	dina por centímetro cuadrado	D9
594	metro cúbico (neto)	D90
595	movimiento rápido del ojo	D91
596	banda	D92
597	segundo por metro cúbico	D93
598	segundo por metro cúbico radianes	D94
599	julios por gramo	D95
600	libra bruta	D96
601	carga de palet / unidad	D97
602	libra de masa	D98
603	manga	D99
604	despreciar	DAA
605	diez dias	DAD
606	día	DAY
607	libra seca	DB
608	disco	DC
609	la licenciatura	DD
610	acuerdo	DE
611	década	DEC
612	decigramo	DG
613	dispensador	DI
614	decagramo	DJ
615	decilitro	DLT
616	nformaci cuadrado	DMK
617	decímetro cúbico	DMQ
618	decímetro	DMT
619	medidor de decinewton	DN
620	docena pieza	DPC
621	docena par	DPR
622	tonelaje de desplazamiento	DPT
623	registro de datos	DQ
624	tambor	DR
625	dram (US)	DRA
626	dram (Reino Unido)	DRI
627	docena rollo	DRL
628	dracma (Reino Unido)	DRM
629	monitor	DS
630	tonelada seca	DT
631	Decitonne	DTN
632	dina	DU
633	pennyweight	DWT
634	dina por centímetro	DX
635	libro de directorio	DY
636	docena	DZN
637	paquete de doce	DZP
638	cinturón	E2
639	remolque	E3
640	kilogramo bruto	E4
641	tonelada métrica larga	E5
642	cada	EA
643	casilla de correo electrónico	EB
644	cada uno por mes	CE
645	paquete de once	EP
646	galón equivalente	EQ
647	sobre	EV
648	mil pies cúbicos por día	F1
649	Fibra por centímetro cúbico de aire	F9
650	grado Fahrenheit	FAH
651	faradio	FAR
652	campo	FB
653	mil pies cúbicos	FC
654	millón de partículas por pie cúbico	FD
655	pie de pista	FE
656	cien metros cúbicos	FF
657	parche transdérmico	FG
658	micromol	FH
659	tonelada en escamas	FL
660	millones de pies cúbicos	FM
661	pie	FOT
662	libra por pie cuadrado	FP
663	pie por minuto	FR
664	pie por segundo	FS
665	pie cuadrado	FTK
666	pie cubico	FTQ
667	US galones por minuto	G2
668	Galon imperial por minuto	G3
669	hoja de microficha	G7
670	galón (US) por día	GB
671	gigabecquerel	GBQ
672	gramo por 100 gramo	GC
673	barril bruto	GD
674	libra por galón (US)	GE
675	gramo por metro (gramo por 100 centímetros)	GF
676	gramo de isótopo fisionable	GFI
677	gramo	GGR
678	medio galón (EE. UU.)	GH
679	branquias	GIA
680	Gill (Reino Unido)	GII
681	gramo por mililitro	GJ
682	gramo por kilogramo	G K
683	gramo por litro	GL
684	galón seco (EE. UU.)	GLD
685	galón (Reino Unido)	GLI
686	galón	GLL
687	gramo por metro cuadrado	GM
688	galón bruto	GN
689	miligramos por metro cuadrado	GO
690	miligramo por metro cúbico	GP
691	microgramos por metro cúbico	GQ
692	gramo	GRM
693	grano	GRN
694	bruto	GRO
695	tonelada de registro bruto	GRT
696	tonelada bruta	GT
697	gigajoule	GV
698	galón por mil pies cúbicos	GW
699	hora de gigavatios	GWH
700	patio bruto	GY
701	sistema de medición	GZ
702	media página – electrónica	H1
703	medio litro	H2
704	madeja	HA
705	hectárea	HAR
706	hectobar	HBA
707	cien cajas	HBX
708	cien cuentas	HC
709	media docena	HD
710	centésima de quilate	ÉL
711	cien pies	HF
712	hectogramo	HGM
713	cien pies cúbicos	HH
714	cien hojas	HI
715	cien unidades internacionales	HIU
716	caballo métrico	HJ
717	cien kilogramos	HK
718	cien pies (lineales)	HL
719	hectolitro	HLT
720	milla por hora	HM
721	millones de metros cúbicos	HMQ
722	hectómetro	HMT
723	milímetro convencional de mercurio	HN
724	cien onzas troy	HO
725	milímetro convencional de agua	HP
726	hectolitro de alcohol puro	HPA
727	cien pies cuadrados	HS
728	media hora	HT
729	hertz	HTZ
730	hora	HUR
731	cien yardas	HY
732	pulgada libra	IA
733	contar por pulgada	IC
734	persona	IE
735	pulgadas de agua	IF
736	columna pulgada	II
737	pulgada por minuto	IL
738	impresión	IM
739	pulgada	INH
740	pulgada cuadrada	INK
741	pulgada en cubos	INQ
742	póliza de seguros	IP
743	conteo por centímetro	IT
744	pulgada por segundo (velocidad lineal)	IU
745	pulgada por segundo al cuadrado (aceleración)	IV
746	julios por kilogramo	J2
747	jumbo	JB
748	joule por kelvin	JE
749	jarra	JG
750	megajulio por kilogramo	JK
751	megajulio por metro cúbico	JM
752	articulación	JO
753	joule	JOU
754	tarro	JR
755	demanda de kilovatios	K1
756	kilovoltios amperios reactivos de demanda	K2
757	kilovoltio amperio hora reactiva	K3
758	amperios kilovoltios (reactivos)	K5
759	kilolitro	K6
760	pastel	KA
761	kilocharacter	KB
762	kilobar	KBA
763	kilogramo decimal	KD
764	kelvin	KEL
765	kilopacket	KF
766	barrilete	KG
767	kilogramo	KGM
768	kilogramo por segundo	KGS
769	kilohercio	KHZ
770	Kilogramo por milímetro de ancho	KI
771	kilosegmento	KJ
772	kilojoule	KJO
773	kilogramo por metro	KL
774	kilómetro por hora	KMH
775	kilometro cuadrado	KMK
776	kilogramo por metro cúbico	KMQ
777	kilogramo de nitrógeno	KNI
778	kilogramo de sustancia nombrada	KNS
779	nudo	KNT
780	Milliequivalencia de potasa cáustica por gramo de producto.	KO
781	kilopascal	KPA
782	kilogramo de hidróxido de potasio (potasa cáustica)	KPH
783	kilogramo de óxido de potasio	KPO
784	kilogramo de pentóxido de fósforo (anhídrido fosfórico)	KPP
785	KilorÃ¶ntgen	KR
786	mil libras por pulgada cuadrada	KS
787	kilogramo de sustancia 90% seca	KSD
788	kilogramo de hidróxido de sodio (soda cáustica)	KSH
789	equipo	KT
790	kilómetro	KTM
791	kilotonne	KTN
792	kilogramo de uranio	KUR
793	kilovoltio – ampere	KVA
794	kilovar	KVR
795	kilovoltio	KVT
796	kilogramos por milímetro	KW
797	kilovatios hora	KWH
798	kilovatio	KWT
799	mililitro por kilogramo	KX
800	litro por minuto	L2
801	libra por pulgada cúbica	LA
802	libra	LBR
803	libra troy	LBT
804	centímetro lineal	LC
805	litro por día	LD
806	lite	LE
807	hoja	LEF
808	pie lineal	LF
809	hora de trabajo	LH
810	pulgada lineal	LI
811	spray grande	LJ
812	enlazar	LK
813	metro lineal	LM
814	longitud	LN
815	mucho	LO
816	libra liquida	LP
817	litro de alcohol puro	LPA
818	capa	LR
819	Suma global	LS
820	ton (Reino Unido) o longton (EE. UU.)	LTN
821	litro	LTR
822	lumen	LUM
823	lux	LUX
824	yarda lineal por libra	LX
825	yarda lineal	LY
826	cinta magnética	M0
827	miligramos por litro	M1
828	valor monetario	M4
829	microcurie	M5
830	micropulgada	M7
831	millones de Btu por 1000 pies cúbicos	M9
832	máquina por unidad	MA
833	mega litro	MAL
834	megametro	MAM
835	megavatio	MAW
836	mil equivalentes de ladrillo estándar	MBE
837	mil pies de tabla	MBF
838	milibar	MBR
839	microgramo	MC
840	milicurie	MCU
841	aire seco tonelada métrica	MD
842	miligramo por pie cuadrado por lado	MF
843	miligramo	MGM
844	megahercio	MGM
845	milla cuadrada	MIK
846	mil	MIL
847	minuto	MIN
848	millón	MIO
849	millones de unidades internacionales	MIU
850	miligramo por pulgada cuadrada	MK
851	mil millones	MLD
852	mililitro	MLT
853	milímetro cuadrado	MMK
854	milímetro cúbico	MMQ
855	milímetro	MMT
856	mes	LUN
857	megapascal	MPA
858	mil metros	MQ
859	metro cúbico por hora	MQH
860	metro cúbico por segundo	MQS
861	metro por segundo al cuadrado	MSK
862	estera	MT
863	metro cuadrado	MTK
864	Metro cúbico	MTQ
865	metro	MTR
866	metro por segundo	MTS
867	numero de mults	MV
868	megavolt – ampere	MVA
869	megavatios hora (1000 kW.h)	MWH
870	calorías de la pluma	N1
871	número de líneas	N2
872	punto de impresión	N3
873	miligramo por kilogramo	NA
874	número de artículos	NAR
875	barcaza	NB
876	número de bobinas	NBB
877	coche	NC
878	número de celdas	NCL
879	barril neto	ND
880	litro neto	NE
881	newton	NEW
882	mensaje	NF
883	galón neto (nosotros)	NG
884	hora del mensaje	NH
885	galón imperial neto	NI
886	número de unidades internacionales	NIU
887	número de pantallas	NJ
888	carga	NL
889	milla nautica	MNI
890	número de paquetes	NMP
891	entrenar	NN
892	número de parcelas	NPL
893	numero de pares	NPR
894	numero de partes	TNP
895	mho	NQ
896	micromho	NR
897	número de rollos	NRL
898	tonelada neta	NT
899	registro neto de toneladas	NTT
900	medidor de newton	NU
901	vehículo	NV
902	parte por mil	NX
903	libra por aire seco tonelada métrica	NY
904	panel	OA
905	ohm	OHM
906	onza por yarda cuadrada	EN
907	onza	ONZ
908	Dos paquetes	OP
909	hora extra	OT
910	onza av	ONZ
911	onza líquida (US)	OZA
912	onza líquida (Reino Unido)	OZI
913	pagina – electronica	P0
914	por ciento	P1
915	libra por pie	P2
916	paquete de tres	P3
917	paquete de cuatro	P4
918	paquete de cinco	P5
919	paquete de seis	P6
920	paquete de siete	P7
921	paquete de ocho	P8
922	paquete de nueve	P9
923	paquete	PA
924	pascal	PAL
925	par de pulgadas	PB
926	almohadilla	PD
927	equivalente en libras	PE
928	palet (ascensor)	PF
929	plato	PG
930	galón de prueba	PGL
931	tono	Pi
932	paquete	PK
933	cubo	PL
934	porcentaje de libra	PM
935	libra neta	PN
936	libra por pulgada de longitud	PO
937	página por pulgada	PQ
938	par	PR
939	fuerza de libra por pulgada cuadrada	PD
940	pinta	PT
941	pinta seca	PTD
942	pinta (Reino Unido)	PTI
943	pinta liquida (US)	PTL
944	bandeja / paquete de bandeja	PU
945	media pinta (US)	PV
946	libra por pulgada de ancho	PW
947	Peck Dry (US)	PY
948	Peck Dry (Reino Unido)	PZ
949	comida	Q3
950	página – facsímil	QA
951	cuarto (de un año)	QAN
952	página – copia impresa	QB
953	cuarto de docena	QD
954	un cuarto de hora	QH
955	cuarto de kilogramo	QK
956	mano de papel	QR
957	cuarto de galón (US)	QT
958	cuarto seco (EE. UU.)	QTD
959	cuarto de galón (Reino Unido)	QTI
960	cuarto líquido (US)	QTL
961	cuarto (UK)	QTR
962	pica	R1
963	caloría	R4
964	mil metros cúbicos	R9
965	estante	RA
966	barra	RD
967	anillo	RG
968	hora de funcionamiento o de funcionamiento	RH
969	medida métrica rollo	RK
970	carrete	RL
971	resma	RM
972	medida métrica de resma	RN
973	rodar	RO
974	libra por resma	RP
975	revoluciones por minuto	RPM
976	revoluciones por segundo	RPS
977	Reiniciar	RS
978	ingreso tonelada milla	RT
979	correr	RU
980	pie cuadrado por segundo	S3
981	metro cuadrado por segundo	S4
982	sesenta cuartos de pulgada	S5
983	sesión	S6
984	unidad de almacenamiento	S7
985	unidad de publicidad estándar	S8
986	saco	SA
987	medio año (6 meses)	SAN
988	Puntuación	OCS
989	escrúpulo	SCR
990	libra solida	SD
991	sección	SE
992	segundo	SEC
993	conjunto	SET
994	segmento	SG
995	tonelada de envío	SHT
996	siemens	SIE
997	camión cisterna dividido	SK
998	hoja de deslizamiento	SL
999	milla (milla estatutaria)	SMI
1000	varilla cuadrada	SN
1001	carrete	SO
1002	paquete de estante	SP
1003	cuadrado	SQ
1004	tira	SR
1005	hoja métrica medida	SS
1006	corto estándar (7200 partidos)	SST
1007	hoja	ST
1008	piedra (Reino Unido)	ITS
1009	tonelada (US) o tonelada corta (UK / US)	STN
1010	patinar	SV
1011	madeja	SO
1012	envío	SX
1013	Línea de telecomunicaciones en servicio.	T0
1014	mil libras brutas	T1
1015	mil piezas	T3
1016	bolsa de mil	T4
1017	caja de mil	T5
1018	mil galones (US)	T6
1019	mil impresiones	T7
1020	mil pulgadas lineales	T8
1021	décimo pie cúbico	TA
1022	Kiloampere hora (mil amperios hora)	TAH
1023	camion	TC
1024	termia	TD
1025	totalizador	TE
1026	diez metros cuadrados	TF
1027	mil pulgadas cuadradas	TI
1028	mil centímetros cuadrados	TJ
1029	tanque, rectangular	TK
1030	mil pies (lineales)	TL
1031	estaño	TN
1032	tonelada (tonelada métrica)	TNE
1033	paquete de diez	TP
1034	diez pares	TPR
1035	mil pies	TQ
1036	mil metros cúbicos por día	TQD
1037	diez pies cuadrados	TR
1038	trillón (EUR)	TRL
1039	mil pies cuadrados	TS
1040	tonelada de sustancia 90% seca	TSD
1041	tonelada de vapor por hora	TSH
1042	mil metros lineales	TT
1043	tubo	TU
1044	mil kilogramos	TV
1045	mil hojas	TW
1046	tanque, cilíndrico	TY
1047	tratamiento	U1
1048	tableta	U2
1049	torr	UA
1050	Línea de telecomunicaciones en servicio promedio.	UB
1051	puerto de telecomunicaciones	UC
1052	décimo minuto	UD
1053	décima hora	UE
1054	uso por línea de telecomunicación promedio	UF
1055	diez mil yardas	UH
1056	millones de unidades	UM
1057	voltio amperio por kilogramo	VA
1058	frasco	VI
1059	voltio	VLT
1060	abultar	VQ
1061	visitar	VS
1062	kilo mojado	W2
1063	dos semanas	W4
1064	vatio por kilogramo	WA
1065	libra mojada	WB
1066	cable	WCD
1067	tonelada mojada	WE
1068	weber	WEB
1069	semana	WEE
1070	galon de vino	WG
1071	rueda	WH
1072	vatios hora	WHR
1073	peso por pulgada cuadrada	WI
1074	mes de trabajo	WM
1075	envolver	WR
1076	estándar	WSD
1077	vatio	WTT
1078	mililitro de agua	WW
1079	cadena	X1
1080	yarda cuadrada	YDK
1081	Yarda cúbica	YDQ
1082	cien yardas lineales	YL
1083	yarda	YRD
1084	diez yardas	YT
1085	van de elevación	Z1
1086	pecho	Z2
1087	barril	Z3
1088	pipa	Z4
1089	arrastrar	Z5
1090	punto de conferencia	Z6
1091	línea de noticias de ágata	Z8
1092	página	ZP
1093	mutuamente definido	ZZ
